Date,Open,High,Low,Close,Volume,Subjectivity,Polarity
2008-11-10,8946.599609,9159.580078,8760.459961,8870.540039,221230000,0.4503501400560224,0.09352559205500383
2008-11-11,8864.320312,8867.910156,8560.709961,8693.959961,257270000,0.29563852813852814,-0.05727272727272726
2008-11-12,8684.519531,8684.599609,8265.290039,8282.660156,314660000,0.3717401285583104,-0.024690082644628103
2008-11-13,8281.139648,8876.589844,7965.419922,8835.25,476600000,0.40944113756613754,0.0008763227513227436
2008-11-14,8822.19043,8923.179688,8469.990234,8497.30957,304370000,0.35119047619047616,-0.05555555555555556
2008-11-17,8494.839844,8571.299805,8246.889648,8273.580078,278220000,0.2546066252587992,0.05309912008281574
2008-11-18,8273.339844,8477.950195,8105.439941,8424.75,366390000,0.41370310245310243,0.006430375180375185
2008-11-19,8420.69043,8504.639648,7987.080078,7997.279785,350470000,0.3573529411764706,0.03970588235294118
2008-11-20,7995.529785,8187.399902,7506.970215,7552.290039,528130000,0.3909722222222222,0.07717013888888889
2008-11-21,7552.370117,8071.75,7449.379883,8046.419922,569010000,0.2951465201465201,0.03601398601398601
2008-11-24,8048.089844,8599.019531,8048.089844,8443.389648,491890000,0.2836944444444444,0.07054166666666667
2008-11-25,8445.139648,8607.379883,8281.459961,8479.469727,374020000,0.2761574074074074,0.02453703703703704
2008-11-26,8464.490234,8726.610352,8311.169922,8726.610352,283920000,0.3706140350877193,0.0348086124401914
2008-11-28,8724.700195,8831.349609,8672.69043,8829.040039,155510000,0.4195932539682539,-0.057390873015873006
2008-12-01,8826.889648,8827.049805,8141.359863,8149.089844,321010000,0.6083333333333333,0.044444444444444446
2008-12-02,8153.75,8437.169922,8143.509766,8419.089844,307520000,0.46740469208211144,0.05124389051808407
2008-12-03,8409.139648,8624.19043,8234.150391,8591.69043,294680000,0.4006172839506173,-0.04583333333333334
2008-12-04,8587.070312,8631.990234,8259.400391,8376.240234,280880000,0.5074074074074074,0.04328703703703704
2008-12-05,8376.080078,8686.469727,8118.5,8635.419922,346370000,0.28867063492063494,-0.020466269841269844
2008-12-08,8637.650391,9026.410156,8637.490234,8934.179688,358970000,0.37133333333333335,0.06945454545454545
2008-12-09,8934.099609,8934.099609,8651.740234,8691.330078,284950000,0.4010582010582011,-0.018446368446368443
2008-12-10,8693.0,8879.219727,8646.330078,8761.419922,232830000,0.4335497835497835,0.13506493506493505
2008-12-11,8750.129883,8809.450195,8512.759766,8565.089844,290540000,0.4209357309357309,0.02206460206460205
2008-12-12,8563.099609,8682.570312,8347.80957,8629.679688,271030000,0.3263199444233927,-0.06435202728306179
2008-12-15,8628.80957,8676.280273,8469.030273,8564.530273,229940000,0.46282051282051273,-0.025961538461538442
2008-12-16,8565.650391,8958.790039,8565.650391,8924.139648,337190000,0.3327586206896551,0.020977011494252875
2008-12-17,8921.910156,8961.259766,8778.070312,8824.339844,239260000,0.3871212121212121,0.04015151515151515
2008-12-18,8823.94043,8883.360352,8527.410156,8604.990234,274080000,0.332106782106782,0.03364702929920321
2008-12-19,8606.5,8787.230469,8550.429688,8579.110352,550150000,0.24602272727272725,0.06728896103896102
2008-12-22,8573.370117,8601.410156,8372.019531,8519.69043,211090000,0.31260884709160563,-0.0723092998955068
2008-12-23,8518.650391,8604.120117,8391.299805,8419.490234,174640000,0.46044848484848494,-0.024378787878787875
2008-12-24,8416.860352,8498.5,8416.860352,8468.480469,66930000,0.358384597858282,0.15567327409432674
2008-12-26,8468.709961,8533.070312,8461.780273,8515.549805,86760000,0.27685185185185185,0.11168981481481478
2008-12-29,8515.870117,8530.679688,8364.05957,8483.929688,153730000,0.4071256038647343,0.17801932367149761
2008-12-30,8487.509766,8675.240234,8487.509766,8668.389648,162560000,0.4392047892047892,-0.06845481845481846
2008-12-31,8666.480469,8842.660156,8664.889648,8776.389648,226760000,0.44082792207792215,0.04875090187590187
2009-01-02,8772.25,9065.280273,8760.780273,9034.69043,213700000,0.500138888888889,0.000694444444444453
2009-01-05,9027.129883,9034.370117,8892.360352,8952.889648,233760000,0.33992074592074595,-0.06306138306138306
2009-01-06,8954.570312,9088.05957,8940.950195,9015.099609,215410000,0.20848694316436253,0.010138248847926268
2009-01-07,8996.94043,8996.94043,8719.919922,8769.700195,266710000,0.3414285714285714,0.06833333333333333
2009-01-08,8769.94043,8770.019531,8651.19043,8742.459961,226620000,0.2091269841269841,-0.004793650793650795
2009-01-09,8738.799805,8769.620117,8576.959961,8599.179688,204300000,0.3316761363636364,0.05600142045454543
2009-01-12,8599.259766,8602.599609,8421.080078,8473.969727,273550000,0.3032943722943723,0.060878787878787886
2009-01-13,8474.610352,8522.080078,8376.879883,8448.55957,304050000,0.30584848484848487,0.027204545454545453
2009-01-14,8446.009766,8446.25,8140.720215,8200.139648,355050000,0.41166666666666674,-0.1325
2009-01-15,8196.240234,8286.160156,7995.129883,8212.490234,436660000,0.3609532828282829,0.048737373737373746
2009-01-16,8215.669922,8341.200195,8109.339844,8281.219727,439360000,0.2791361416361416,-0.1382936507936508
2009-01-20,8279.629883,8291.980469,7939.930176,7949.089844,419200000,0.37158795749704837,0.0267808769513315
2009-01-21,7949.169922,8243.549805,7936.189941,8228.099609,410040000,0.3484497484497484,-0.029804317304317308
2009-01-22,8224.429688,8224.830078,7957.140137,8122.799805,420040000,0.32968109668109663,-0.02402741702741703
2009-01-23,8108.790039,8152.589844,7909.029785,8077.560059,370510000,0.3428187403993856,0.015668202764976956
2009-01-26,8078.040039,8231.679688,8023.160156,8116.029785,316720000,0.30892285221553517,-0.031123957343469552
2009-01-27,8117.390137,8225.790039,8083.140137,8174.72998,247750000,0.267512077294686,6.0386473429947854e-05
2009-01-28,8175.930176,8405.870117,8175.930176,8375.450195,357940000,0.3581746031746031,0.020198412698412698
2009-01-29,8373.05957,8373.139648,8137.939941,8149.009766,247450000,0.414804292929293,0.025378787878787876
2009-01-30,8149.009766,8195.759766,7961.919922,8000.859863,303160000,0.3464285714285714,-0.04474206349206349
2009-02-02,8000.620117,8000.620117,7867.370117,7936.75,293890000,0.31559523809523815,-0.020211038961038964
2009-02-03,7936.990234,8111.569824,7905.52002,8078.359863,313090000,0.5826580086580087,-0.070974025974026
2009-02-04,8070.319824,8162.149902,7929.259766,7956.660156,345520000,0.45824372759856635,-0.03163082437275985
2009-02-05,7954.830078,8107.830078,7845.310059,8063.069824,390980000,0.40142246642246643,0.1206166056166056
2009-02-06,8056.379883,8312.370117,8052.240234,8280.589844,396380000,0.30052083333333335,-0.013020833333333336
2009-02-09,8281.379883,8315.070312,8196.240234,8270.870117,289280000,0.3821732954545455,-0.053967803030303026
2009-02-10,8269.360352,8269.44043,7848.740234,7888.879883,449890000,0.5050595238095238,0.08809523809523807
2009-02-11,7887.049805,7983.740234,7852.160156,7939.529785,270280000,0.48859477124183015,-0.006119281045751648
2009-02-12,7931.970215,7938.819824,7693.97998,7932.759766,331960000,0.3390782828282828,-0.001957070707070706
2009-02-13,7933.0,7970.839844,7840.450195,7850.410156,251960000,0.28055555555555556,0.01810515873015874
2009-02-17,7845.629883,7845.629883,7551.009766,7552.600098,332850000,0.3283477633477633,-0.03362265512265512
2009-02-18,7546.350098,7617.759766,7479.970215,7555.629883,268220000,0.32222222222222224,-0.07616959064327485
2009-02-19,7555.22998,7614.970215,7447.549805,7465.950195,301480000,0.3848673066064371,-0.04706851119894598
2009-02-20,7461.490234,7469.290039,7249.470215,7365.669922,584900000,0.275,-0.006410256410256409
2009-02-23,7365.990234,7441.02002,7105.939941,7114.779785,406150000,0.4448412698412699,-0.06470734126984126
2009-02-24,7115.339844,7378.970215,7114.299805,7350.939941,468010000,0.3734477124183007,0.035015829248366014
2009-02-25,7349.580078,7404.939941,7156.680176,7270.890137,450270000,0.4123376623376623,-0.04971139971139972
2009-02-26,7269.060059,7402.310059,7173.560059,7182.080078,321300000,0.3350490196078431,0.049933155080213905
2009-02-27,7180.970215,7195.459961,7033.620117,7062.930176,667950000,0.23333333333333336,0.0838888888888889
2009-03-02,7056.47998,7058.950195,6755.169922,6763.290039,568670000,0.356640625,-0.04361979166666667
2009-03-03,6764.810059,6855.290039,6705.629883,6726.02002,445280000,0.3268488455988456,-0.00137987012987013
2009-03-04,6726.5,6979.220215,6726.419922,6875.839844,464830000,0.35169696969696973,0.02157575757575758
2009-03-05,6874.009766,6874.009766,6544.100098,6594.439941,509770000,0.3240404040404041,-0.038718434343434346
2009-03-06,6595.160156,6755.169922,6469.950195,6626.939941,425170000,0.4162486938349007,-0.06684952978056422
2009-03-09,6625.740234,6709.609863,6516.859863,6547.049805,365990000,0.3740957966764418,0.026637341153470197
2009-03-10,6547.009766,6926.490234,6546.609863,6926.490234,640020000,0.333906633906634,-0.023341523341523344
2009-03-11,6923.129883,7015.060059,6867.549805,6930.399902,524430000,0.40226711560044887,0.012168911335578006
2009-03-12,6932.390137,7184.709961,6872.25,7170.060059,488690000,0.4202020202020203,-0.05505050505050506
2009-03-13,7167.350098,7242.620117,7105.859863,7223.97998,479010000,0.3504558572740391,-0.03196357514539333
2009-03-16,7225.330078,7392.910156,7206.850098,7216.970215,586970000,0.3961974961974963,0.05146542646542647
2009-03-17,7218.0,7396.810059,7172.049805,7395.700195,391880000,0.2830459770114942,-0.04008620689655173
2009-03-18,7395.700195,7571.640137,7257.27002,7486.580078,584110000,0.3233860342555994,-0.048418972332015815
2009-03-19,7489.680176,7548.459961,7369.259766,7400.799805,559920000,0.4897290640394089,0.03936781609195402
2009-03-20,7402.310059,7460.930176,7257.830078,7278.379883,672950000,0.404567817803112,-0.02710753298988592
2009-03-23,7279.25,7780.720215,7278.779785,7775.859863,515600000,0.3491946248196247,0.0550153318903319
2009-03-24,7773.470215,7796.569824,7646.990234,7659.970215,379670000,0.25,-0.01253443526170798
2009-03-25,7659.810059,7863.629883,7550.060059,7749.810059,454090000,0.24583333333333332,-0.14791666666666667
2009-03-26,7752.359863,7931.330078,7752.279785,7924.560059,397260000,0.28415637860082305,0.0676954732510288
2009-03-27,7922.569824,7922.569824,7735.950195,7776.180176,323650000,0.3716216216216216,-0.03260135135135135
2009-03-30,7773.310059,7773.390137,7437.589844,7522.02002,383260000,0.3325151515151515,-0.054878787878787874
2009-03-31,7523.77002,7725.359863,7523.450195,7608.919922,399840000,0.40805675805675806,-0.018482443482443486
2009-04-01,7606.129883,7789.0,7483.870117,7761.600098,361340000,0.3538364413364414,-0.004671717171717175
2009-04-02,7763.990234,8075.72998,7763.990234,7978.080078,442820000,0.30599999999999994,0.14357142857142857
2009-04-03,7980.629883,8019.5,7897.240234,8017.589844,308210000,0.42072336265884647,-0.05464320625610948
2009-04-06,8016.160156,8016.160156,7862.200195,7975.850098,247400000,0.35562169312169317,-0.1160978835978836
2009-04-07,7968.919922,7969.080078,7762.080078,7789.560059,276920000,0.36271979049756836,-0.06737747848858959
2009-04-08,7788.680176,7887.52002,7750.850098,7837.109863,255350000,0.3054756054756055,0.03238928863928864
2009-04-09,7839.890137,8087.279785,7839.890137,8083.379883,462060000,0.33362775217613927,-0.07028289810547875
2009-04-13,8082.02002,8113.410156,7963.75,8057.810059,424250000,0.2963288052943225,-0.0328753047718565
2009-04-14,8057.410156,8057.410156,7902.259766,7920.180176,513010000,0.2977225672877847,0.03022774327122154
2009-04-15,7914.919922,8041.319824,7870.47998,8029.620117,413280000,0.2779671717171717,0.037452651515151515
2009-04-16,8029.140137,8168.120117,7962.709961,8125.430176,359470000,0.38523513523513525,0.08322418322418322
2009-04-17,8125.430176,8190.660156,8086.879883,8131.330078,537670000,0.420846394984326,-0.003631138975966554
2009-04-20,8128.939941,8128.939941,7840.450195,7841.72998,453660000,0.30722222222222223,-0.1322222222222222
2009-04-21,7841.72998,7979.200195,7791.950195,7969.560059,424030000,0.3125151515151515,0.007121212121212124
2009-04-22,7964.779785,8044.830078,7868.009766,7886.569824,387030000,0.4228839143312827,0.06524550011392116
2009-04-23,7886.810059,7979.439941,7804.209961,7957.060059,327240000,0.3776547526547527,0.09645169645169648
2009-04-24,7957.450195,8127.5,7957.450195,8076.290039,402720000,0.32681159420289857,0.07223320158102767
2009-04-27,8073.819824,8122.560059,7987.160156,8025.0,282990000,0.3415742793791574,0.0967941611234294
2009-04-28,8023.560059,8091.660156,7938.97998,8016.950195,274710000,0.42323247265554953,0.008951048951048939
2009-04-29,8018.310059,8257.570312,8017.910156,8185.72998,300340000,0.43529180695847364,0.08227272727272723
2009-04-30,8188.509766,8307.509766,8136.899902,8168.120117,341400000,0.43942460317460313,-0.01025793650793651
2009-05-01,8167.410156,8219.80957,8099.310059,8212.410156,237360000,0.41183585858585864,0.0848118686868687
2009-05-04,8213.599609,8434.860352,8213.599609,8426.740234,354490000,0.36439393939393944,0.022474747474747467
2009-05-05,8425.549805,8458.120117,8362.780273,8410.650391,311490000,0.29207589285714286,0.05710903679653678
2009-05-06,8403.480469,8518.570312,8403.0,8512.280273,454480000,0.41093975468975463,0.021942640692640673
2009-05-07,8512.280273,8577.19043,8358.0,8409.849609,476640000,0.3776283240568955,0.08739564007421151
2009-05-08,8410.730469,8587.549805,8410.730469,8574.650391,428420000,0.3976455026455027,0.03660052910052909
2009-05-11,8569.230469,8569.230469,8410.330078,8418.769531,332630000,0.4093083613916948,-0.012570145903479235
2009-05-12,8419.169922,8517.459961,8365.650391,8469.110352,334840000,0.36823367604617596,0.0239200036075036
2009-05-13,8461.799805,8462.040039,8262.429688,8284.889648,336930000,0.4433725005153577,0.06843022057307771
2009-05-14,8285.919922,8376.639648,8273.900391,8331.320312,323800000,0.37,0.0674810606060606
2009-05-15,8326.219727,8394.959961,8230.169922,8268.639648,308820000,0.39368799603174603,0.12874503968253967
2009-05-18,8270.150391,8511.879883,8270.150391,8504.080078,288280000,0.33761982065553486,0.016094619666048224
2009-05-19,8502.480469,8538.009766,8463.540039,8474.849609,277710000,0.43986013986013983,0.09697940947940949
2009-05-20,8471.820312,8591.929688,8405.469727,8422.040039,468640000,0.28853317225410247,-0.03104802174569615
2009-05-21,8416.070312,8416.150391,8221.009766,8292.129883,302280000,0.2603174603174603,0.03194444444444445
2009-05-22,8292.209961,8364.139648,8257.169922,8277.320312,244190000,0.37271490414347563,-0.07163110698824986
2009-05-26,8277.320312,8495.709961,8226.900391,8473.490234,314760000,0.38152442795299935,0.014049165120593694
2009-05-27,8473.650391,8496.589844,8289.349609,8300.019531,285990000,0.4042528735632184,-0.03620510057471264
2009-05-28,8300.5,8434.620117,8246.580078,8403.799805,290730000,0.33282267115600456,-0.035011223344556676
2009-05-29,8404.040039,8522.950195,8368.519531,8500.330078,361910000,0.38056597873671044,0.045664904201489574
2009-06-01,8501.530273,8760.700195,8501.290039,8721.44043,354830000,0.29907592407592404,0.09878871128871129
2009-06-02,8721.599609,8787.129883,8693.719727,8740.870117,257560000,0.3699510138983823,-0.005531442241968558
2009-06-03,8740.070312,8740.389648,8598.379883,8675.240234,252160000,0.26920412920412917,0.08795537795537796
2009-06-04,8675.280273,8751.25,8634.570312,8750.240234,237800000,0.3897156084656085,0.062253487253487255
2009-06-05,8751.75,8839.400391,8700.410156,8763.129883,254970000,0.3347902097902098,0.057604895104895096
2009-06-08,8759.349609,8823.969727,8633.070312,8764.490234,189630000,0.4423520923520924,-0.026767676767676774
2009-06-09,8764.830078,8803.259766,8725.120117,8763.05957,187930000,0.3671810699588477,-0.10545267489711933
2009-06-10,8763.660156,8834.929688,8639.950195,8739.019531,219920000,0.43335137085137093,-0.019044011544011537
2009-06-11,8736.230469,8877.929688,8736.230469,8770.919922,249900000,0.386331569664903,0.03069885361552028
2009-06-12,8770.009766,8805.530273,8716.730469,8799.259766,164020000,0.32237654320987646,0.06342592592592594
2009-06-15,8798.5,8798.5,8577.900391,8612.129883,230220000,0.4044490231990232,-0.001058836996337002
2009-06-16,8612.44043,8643.650391,8499.379883,8504.669922,240690000,0.6152417027417029,-0.14423701298701294
2009-06-17,8504.360352,8563.009766,8461.290039,8497.179688,237870000,0.375,0.07635732323232322
2009-06-18,8496.730469,8590.519531,8475.120117,8555.599609,220050000,0.342632850241546,0.014975845410628017
2009-06-19,8556.959961,8616.589844,8496.730469,8539.730469,528710000,0.42213804713804715,0.07457912457912456
2009-06-22,8538.519531,8538.830078,8334.549805,8339.009766,291240000,0.4407986111111111,0.04496527777777777
2009-06-23,8340.44043,8370.900391,8286.410156,8322.910156,237150000,0.341070707070707,0.035010101010101005
2009-06-24,8323.509766,8428.410156,8259.879883,8299.860352,189430000,0.31775793650793654,0.016170634920634926
2009-06-25,8299.25,8490.459961,8259.429688,8472.400391,222540000,0.4268299319727891,0.13066326530612246
2009-06-26,8468.540039,8468.769531,8401.360352,8438.389648,307640000,0.29145622895622897,0.055429292929292925
2009-06-29,8440.129883,8533.230469,8429.089844,8529.379883,216480000,0.31611570247933884,-0.017665289256198348
2009-06-30,8528.929688,8560.44043,8393.950195,8447.0,233340000,0.3986208236208236,0.05029137529137529
2009-07-01,8447.530273,8580.469727,8447.530273,8504.05957,184600000,0.45068752036493964,-0.0035589768654284587
2009-07-02,8503.0,8503.230469,8280.740234,8280.740234,157800000,0.4362648221343872,-0.005187747035573113
2009-07-06,8280.740234,8327.969727,8205.990234,8324.870117,206900000,0.3546296296296296,-0.11952861952861954
2009-07-07,8324.950195,8326.30957,8154.379883,8163.600098,210880000,0.3195593869731801,-0.02810344827586206
2009-07-08,8163.600098,8219.519531,8087.189941,8178.410156,325250000,0.4599816849816849,-0.036441683316683314
2009-07-09,8179.009766,8228.669922,8145.310059,8183.169922,192660000,0.42081807081807077,-0.044877344877344884
2009-07-10,8182.490234,8183.850098,8093.310059,8146.52002,174260000,0.45221150902969093,-0.04842745638200184
2009-07-13,8146.52002,8331.679688,8130.419922,8331.679688,253520000,0.3693766937669376,0.02249322493224932
2009-07-14,8331.370117,8361.230469,8285.200195,8359.490234,189170000,0.3183164983164983,-0.024713804713804712
2009-07-15,8363.950195,8628.230469,8363.950195,8616.209961,305000000,0.3086580086580085,0.026704545454545457
2009-07-16,8612.660156,8739.549805,8584.400391,8711.820312,216580000,0.4096717171717172,-0.0007402977139819212
2009-07-17,8711.889648,8754.290039,8674.410156,8743.94043,301410000,0.34193333333333337,0.1382125
2009-07-20,8746.049805,8854.799805,8745.900391,8848.150391,213730000,0.4610634920634921,-0.004158730158730163
2009-07-21,8848.150391,8927.129883,8811.269531,8915.94043,218910000,0.3963888888888889,0.05500000000000001
2009-07-22,8912.389648,8949.799805,8860.320312,8881.259766,199010000,0.36140587055221207,0.040492028296906346
2009-07-23,8882.30957,9096.719727,8866.44043,9069.290039,274760000,0.4124552983248635,-0.04494871070958028
2009-07-24,9066.110352,9100.879883,9007.389648,9093.240234,214310000,0.37608658008658,-0.048590909090909094
2009-07-27,9093.089844,9123.400391,9034.519531,9108.509766,176830000,0.3790552584670232,0.10597147950089128
2009-07-28,9106.919922,9124.910156,9007.469727,9096.719727,198270000,0.3541794217687074,0.009264455782312912
2009-07-29,9092.339844,9094.830078,9014.19043,9070.719727,190510000,0.3905038759689922,-0.05244890768146581
2009-07-30,9072.839844,9246.429688,9072.610352,9154.459961,232410000,0.4355105105105105,0.06696696696696695
2009-07-31,9154.610352,9218.769531,9133.450195,9171.610352,265570000,0.4046969696969698,-0.05609848484848484
2009-08-03,9173.650391,9298.429688,9173.650391,9286.55957,221690000,0.31292287958954623,0.044217572550905894
2009-08-04,9285.049805,9321.099609,9250.740234,9320.19043,195990000,0.33065134099616855,-0.0064089167537443375
2009-08-05,9315.360352,9318.080078,9206.450195,9280.969727,236610000,0.34131944444444445,-0.042013888888888885
2009-08-06,9277.19043,9325.110352,9208.799805,9256.259766,244450000,0.36551714625244036,0.12778913080383666
2009-08-07,9258.450195,9437.709961,9258.450195,9370.070312,216600000,0.38683261183261175,-0.07543290043290045
2009-08-10,9368.410156,9371.959961,9290.339844,9337.950195,161370000,0.4402693602693603,-0.07549663299663298
2009-08-11,9334.330078,9334.330078,9216.879883,9241.450195,171380000,0.2801146384479718,-0.020050705467372133
2009-08-12,9236.05957,9424.110352,9221.019531,9361.610352,197420000,0.2592732884399551,0.06106902356902357
2009-08-13,9362.290039,9406.5,9305.30957,9398.19043,145620000,0.28404982363315695,-0.001146384479717806
2009-08-14,9398.040039,9401.969727,9232.830078,9321.400391,172780000,0.40766394099727443,0.04325597242263907
2009-08-17,9313.849609,9313.849609,9116.519531,9135.339844,207100000,0.3882931354359926,0.04944032158317872
2009-08-18,9134.360352,9233.509766,9134.360352,9217.94043,158530000,0.3697191697191698,-0.015003052503052504
2009-08-19,9208.679688,9313.089844,9131.94043,9279.160156,176910000,0.3836785714285713,0.08776785714285709
2009-08-20,9278.549805,9363.950195,9267.969727,9350.049805,151740000,0.33624031007751937,0.015644820295983086
2009-08-21,9347.860352,9519.110352,9347.25,9505.959961,293530000,0.40710506424792137,0.004147770219198789
